"Table S1 Complete dataset used from train and validated machine learning methods, which are collected from literature data. ",,,,,,,,,,,,,,,,
Citation,Sample Name,Tectonic Setting,,Latitude ,Longitude ,Rock Name,Rock Type,P,Ti,Y,Nb,Dy,Yb,U,Hf,Th
[22738] SAVKO K. A. (2019),samp. LK-104,Intraplate Volcanics,Plate Tectonic,51,36,Rhyolite,Felsic,162.1,15.9,1638,26.1,149.6,415.5,123.5,7999,82
[22767] KAY S. M. (2019),samp. HB76-10,Convergent Margin,Plate Tectonic,51.7154,-176.6533,Granodiorite,Inter-Felsic,285.9604991,21.45816474,572.5086455,1.163951109,52.37767148,246.9791849,85.10213002,7135.07316,35.95953093
[22767] KAY S. M. (2019),samp. HB76-10,Convergent Margin,Plate Tectonic,51.7154,-176.6533,Granodiorite,Inter-Felsic,127.1122467,9.966615925,689.3120783,0.647102225,58.07095927,237.7636794,69.32032497,11202.85059,36.70312303
[22767] KAY S. M. (2019),samp. HB76-10,Convergent Margin,Plate Tectonic,51.7154,-176.6533,Granodiorite,Inter-Felsic,146.4338643,16.99712044,1079.797771,1.300261337,102.8847706,365.8159539,91.25798277,8587.611105,60.36626325
[22767] KAY S. M. (2019),samp. HB76-10,Convergent Margin,Plate Tectonic,51.7154,-176.6533,Granodiorite,Inter-Felsic,194.7997095,15.47258528,839.7450193,0.891855669,83.26226293,314.5392192,92.67339446,7906.277292,55.38891811
[22767] KAY S. M. (2019),samp. HB7-6,Convergent Margin,Plate Tectonic,51.7346,-176.7107,Diorite,Intermediate,310.9201372,13.91008182,1768.050444,0.829369055,195.8124509,628.0932846,265.9690015,6242.059886,328.8383849
[22767] KAY S. M. (2019),samp. GL5-110,Convergent Margin,Plate Tectonic,51.768,-176.6278,Diorite,Intermediate,544.7874068,15.86872867,4112.342212,3.443220357,455.329914,1292.841709,577.6184554,7241.137211,705.0341154
[22995] SMITH W. D. (2019),samp. Z136,Intraplate Volcanics,Plate Tectonic,50.5,-4,Granite,Felsic,269,25,1664,2.6,173,411,184,8060,145
[22995] SMITH W. D. (2019),samp. Z310A,Intraplate Volcanics,Plate Tectonic,50.5,-4,Granite,Felsic,378,29,1362,1.8,123,413,595,11820,106
[23058] JUAREZ-ZUNIGA S. (2019),samp. CH0403,Convergent Margin,Plate Tectonic,15.5,-91,Granodiorite,Inter-Felsic,1000,6.5,1674,6.7,130.3,681.7,510,14520,128.4
[23058] JUAREZ-ZUNIGA S. (2019),samp. CH0403,Convergent Margin,Plate Tectonic,15.5,-91,Granodiorite,Inter-Felsic,600,5.1,898,8,60.6,392,494,14210,138.9
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,1500,4.7,2132,61.3,141.8,907,1528,13660,1109
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,700,5.6,873,14.96,49.4,458.2,641.9,13920,551.6
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,200,4.2,2710,33.4,206,945,1020,12490,1576
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,1100,4.5,903,11.74,56.1,403,346.4,13880,306.8
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,300,3.9,525,3.86,45.6,196.2,569.5,13250,191.5
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,600,2.9,866,13.21,51,417.7,504,13440,438
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,1800,4.6,884,19.33,42.8,540,963,14840,634
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,200,3.9,1419,16,104.9,563.2,446.4,13260,450.1
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,300,0.5,871,12.8,53,413.2,423.7,13530,334.8
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,680,3.9,870,15.66,43.1,515.9,918,14410,830
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,190,2.1,1023,19.03,51.5,596,891,14140,745
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,810,4.2,1012,16.08,61.1,493,622,13330,525
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,590,4,1453,38.4,70.6,829,1253,15130,772
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,10,2.7,1016,15.54,59,497.1,635,13840,559
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0340,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,180,0.42,978,21.11,53.9,512.4,1028,14350,1048
[23058] JUAREZ-ZUNIGA S. (2019),samp. CM13-3,Intraplate Volcanics,Plate Tectonic,18,-98,Granite,Felsic,260,4.1,3430,4.62,335,862,440,11780,372
[23058] JUAREZ-ZUNIGA S. (2019),samp. CM13-3,Intraplate Volcanics,Plate Tectonic,18,-98,Granite,Felsic,160,13.7,1880,2.03,184,466,140,9940,115
[23058] JUAREZ-ZUNIGA S. (2019),samp. CM13-3,Intraplate Volcanics,Plate Tectonic,18,-98,Granite,Felsic,120,4.2,507.5,4.76,44.2,161.5,283,14560,40.24
[23058] JUAREZ-ZUNIGA S. (2019),samp. CM13-3,Intraplate Volcanics,Plate Tectonic,18,-98,Granite,Felsic,220,4.8,842,2.91,68.5,251.2,579.4,14120,147.7
[23058] JUAREZ-ZUNIGA S. (2019),samp. CM13-3,Intraplate Volcanics,Plate Tectonic,18,-98,Granite,Felsic,80,8.6,1144,2.58,93.7,363.7,181,12130,235.8
[23058] JUAREZ-ZUNIGA S. (2019),samp. CM13-3,Intraplate Volcanics,Plate Tectonic,18,-98,Granite,Felsic,300,9.2,442.5,2.22,37.6,149.3,122,13790,63.3
[23058] JUAREZ-ZUNIGA S. (2019),samp. CM13-3,Intraplate Volcanics,Plate Tectonic,18,-98,Granite,Felsic,110,6.5,1228,1.63,90.5,460,133.5,13330,16.93
[23058] JUAREZ-ZUNIGA S. (2019),samp. CM13-3,Intraplate Volcanics,Plate Tectonic,18,-98,Granite,Felsic,210,7.4,1818,3.71,138.5,578,328.4,10650,185
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,1340,5.1,2240,9.4,198,734,517,9950,359
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,1150,3.2,782,2.4,62.5,385,399,11820,45.4
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,640,10.3,1086,3.63,95.7,316,131,8590,117
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,60,9.8,2048,6.51,190.9,623,236,9730,222
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,30,3.6,1121,3.12,103.4,366,341,10230,237
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,1030,5.3,1497,3.02,126.8,594,203,10830,104.2
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,610,2,1179,10.87,78.8,521,833,10650,477
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,600,5.3,1010,5.65,88,309,520,12200,143
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,1050,7,816,3.59,69.9,281,390,10840,48.9
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,70,0.3,347,1.78,24.6,159.9,359,14460,94
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,1040,3.8,1070,9.2,85.8,409,392,11910,162
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,250,7.7,739,2.24,66.5,295,204,10040,108
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,1140,0.81,2104,18.78,169,783,1193,11460,342
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,250,4.3,653,2.65,57.8,233,246,10950,58.6
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,270,2.5,1225,12.66,95.2,505,713,13110,172
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,520,3.3,1980,24.7,141.6,770,1412,13110,512
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,460,9.7,2370,5.91,213,711,294,8240,367
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,1480,3.7,3270,25.1,281,1050,1800,13530,929
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,140,4.5,405,3,31.6,168.7,210,10700,56.5
[23058] JUAREZ-ZUNIGA S. (2019),samp. GT0457B,Convergent Margin,Plate Tectonic,15,-90,Granite,Felsic,1670,1.4,1850,6.67,136.9,876,763,13720,121.5
[23319] WANG RUI (2017),samp. 5001-X701,Intraplate Volcanics,Plate Tectonic,29.39,88.41,Diorite,Intermediate,390,1.4,635,2.24,43.1,268,131.8,9140,80.7
[23319] WANG RUI (2017),samp. RT06-3,Intraplate Volcanics,Plate Tectonic,29.37,88.43,Monzonite,Inter-Felsic,266,2.3,534,0.345,39.7,207,141.3,9440,86.3
[23319] WANG RUI (2017),samp. RT06-3,Intraplate Volcanics,Plate Tectonic,29.37,88.43,Monzonite,Inter-Felsic,327,3.7,1300,3.89,72.7,571,899,13680,438
[23319] WANG RUI (2017),samp. RT06-3,Intraplate Volcanics,Plate Tectonic,29.37,88.43,Monzonite,Inter-Felsic,355,6.4,1058,1.29,62.5,448,340,8800,188
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,235,8.7,1205,0.59,114.2,328.5,97.8,9830,60.1
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,480,4.5,1145,0.56,92.7,332,91.3,9000,56.3
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,307,7.8,1620,0.816,139,434,120.8,10210,90.5
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,270,2.6,916,0.53,78,257,79.4,10410,43.9
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,340,10.2,1950,0.882,160,466,132,9260,105.6
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,250,5.6,1490,0.64,129,409,151,10410,109.5
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,217,2.9,1276,0.55,114.6,330,94.1,11090,67.5
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,381,6.5,1190,0.75,102.4,337,103.4,9930,65.1
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,160,7,1272,0.58,117,323,92.7,10300,64.1
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,327,6.9,1376,0.489,124,381,106.8,11070,74.3
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,412,7.7,1880,0.89,162.7,486,152.6,10140,118.8
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,440,5,916,0.96,76.8,288.8,93.1,9600,46
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,380,6.6,2510,1.29,221,652,198.3,9350,167.1
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,465,6,1268,1.38,99.5,407,135.9,9860,61.4
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,270,5,629,0.64,50.8,188,74.8,10530,36.9
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,249,3.3,1548,0.665,137.2,417,147.1,10430,102.1
[23319] WANG RUI (2017),samp. T09-15-1,Intraplate Volcanics,Plate Tectonic,29.2,92.2,Granodiorite,Inter-Felsic,360,5.3,1181,1.56,92.3,405,149.6,9310,57.5
[23319] WANG RUI (2017),samp. T09-16-1,Intraplate Volcanics,Plate Tectonic,29.13,92.5,Granodiorite,Inter-Felsic,238,10,718,1.18,45.6,309,212,10100,157
[23319] WANG RUI (2017),samp. T09-16-1,Intraplate Volcanics,Plate Tectonic,29.13,92.5,Granodiorite,Inter-Felsic,320,2.1,724,1.39,54.2,284,227.2,10330,187
[23319] WANG RUI (2017),samp. RT06-21,Intraplate Volcanics,Plate Tectonic,29.37,88.59,Granodiorite,Inter-Felsic,244,2,532,1.82,33.8,261.6,124.1,11160,39
[23319] WANG RUI (2017),samp. RT06-21,Intraplate Volcanics,Plate Tectonic,29.37,88.59,Granodiorite,Inter-Felsic,248,3.3,732,2.47,46.5,348,166.2,9750,75
[23319] WANG RUI (2017),samp. RT06-S52,Intraplate Volcanics,Plate Tectonic,29.57,89.03,Granite,Felsic,344,7.6,1650,1.32,133,502,206,10790,178
[23319] WANG RUI (2017),samp. RT06-S52,Intraplate Volcanics,Plate Tectonic,29.57,89.03,Granite,Felsic,1080,4.1,4140,4.81,304,1260,728,10170,751
[23319] WANG RUI (2017),samp. RT06-S52,Intraplate Volcanics,Plate Tectonic,29.57,89.03,Granite,Felsic,641,2.1,939,1.66,63.1,394,306,11330,148
[23319] WANG RUI (2017),samp. RT06-S52,Intraplate Volcanics,Plate Tectonic,29.57,89.03,Granite,Felsic,390,4.6,902,2.14,61,372,225.7,10100,146.6
[23319] WANG RUI (2017),samp. RT06-S52,Intraplate Volcanics,Plate Tectonic,29.57,89.03,Granite,Felsic,185,2,606,0.97,41.1,250.3,180.5,10780,93.2
[23319] WANG RUI (2017),samp. RT06-S52,Intraplate Volcanics,Plate Tectonic,29.57,89.03,Granite,Felsic,470,1.3,1084,1.24,75.3,440,251,11150,128.9
[23319] WANG RUI (2017),samp. RT06-16,Intraplate Volcanics,Plate Tectonic,29.36,88.76,Granodiorite,Inter-Felsic,374,1.3,1021,1.29,74.7,401,158,9460,107
[23319] WANG RUI (2017),samp. RT06-S02,Intraplate Volcanics,Plate Tectonic,29.37,88.43,Monzonite,Inter-Felsic,250,1.2,769,3.82,46.5,369,216.2,9320,105.8
[23319] WANG RUI (2017),samp. RT06-S02,Intraplate Volcanics,Plate Tectonic,29.37,88.43,Monzonite,Inter-Felsic,270,3.8,635,2.16,40.4,297.3,145.9,9500,69.9
[23319] WANG RUI (2017),samp. X6078-22,Intraplate Volcanics,Plate Tectonic,29.37,88.43,Granodiorite,Inter-Felsic,330,6.2,1550,2.36,103.5,623,369,7890,282
[23319] WANG RUI (2017),samp. X6078-22,Intraplate Volcanics,Plate Tectonic,29.37,88.43,Granodiorite,Inter-Felsic,440,3.5,704,0.86,53.1,266,138.5,9970,74.5
[23319] WANG RUI (2017),samp. X6078-22,Intraplate Volcanics,Plate Tectonic,29.37,88.43,Granodiorite,Inter-Felsic,305,1.5,1548,7.41,108.7,599,384,10570,283.8
[23319] WANG RUI (2017),samp. X6078-22,Intraplate Volcanics,Plate Tectonic,29.37,88.43,Granodiorite,Inter-Felsic,460,4.6,4910,6.69,310,1898,428,6760,371
[23319] WANG RUI (2017),samp. X6078-22,Intraplate Volcanics,Plate Tectonic,29.37,88.43,Granodiorite,Inter-Felsic,319,1.5,1005,1.71,66.6,430,132.3,7640,87.3
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,182.9529383,24.21449177,1364.345421,4.826424737,147.98128,455.1974127,124.9220368,9506.414956,136.6680849
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,237.0119323,17.41015138,782.8392122,3.658999051,76.66159219,326.1838161,96.3276101,9120.502404,73.72473615
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,181.1759943,13.60193008,731.8217957,4.110581277,70.86133539,298.0818382,94.01113805,8782.416194,54.1404044
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,172.0116151,18.37262755,606.628025,4.837489241,59.8664138,257.3531944,97.98225938,8718.486336,53.30521524
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,204.089832,15.74532191,733.1396576,3.891752319,70.33641604,292.2322457,89.01319897,9284.097464,54.49087019
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,214.8894741,13.9758228,941.2838082,4.069529099,93.28548613,363.4748383,111.6327929,8929.204066,76.25951262
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,201.8517504,13.33397048,1064.963228,5.132186052,110.3062665,421.7283637,138.6114142,9070.53836,96.81888365
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,178.6651628,12.23073741,778.5928529,5.293203027,76.73392601,305.3905471,116.998174,8929.480135,66.28538622
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,230.820086,14.59229466,962.0035878,4.757486289,95.55850839,389.5559642,119.9606405,9302.531017,93.27474918
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,167.1325241,12.5981023,726.1631863,4.918403967,74.88556084,306.6494529,94.61420767,7741.075063,59.24588691
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,191.1933065,12.4617207,792.8225226,5.459154736,77.89974412,322.793489,120.0516031,9270.482954,71.41035207
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,203.0715351,16.10511103,705.0940104,4.632612158,66.05394549,293.5297393,110.1414895,8990.738722,64.31726636
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,199.79823,12.8571404,670.4728733,3.964063532,64.092673,279.2360576,106.5672403,8898.035127,63.49558497
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,172.2987195,13.37243971,691.6593234,4.974212781,66.25290294,283.9376694,106.0987533,8819.598074,62.074074
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,193.5665107,12.84899681,943.6022323,4.82295967,94.89876915,374.7517259,117.0450762,8583.823787,76.56777128
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,193.4761006,19.89577813,1657.363412,3.061329231,176.8401322,522.4794749,83.82918042,7727.867424,56.68013742
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,206.6622422,26.78927955,1408.415158,1.683728733,152.6935801,425.5806275,48.10808759,7274.031346,35.16251594
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,211.9781896,22.49768754,933.0049985,5.30788134,90.73043118,326.3257868,119.0524278,8447.421409,77.56640811
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,221.105018,18.1981086,693.4601148,3.535473032,60.59095355,254.6463144,88.4213576,8437.114655,65.38685493
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,227.8836217,10.89283147,908.9387722,6.040050564,84.62248578,318.4556892,130.4564872,8503.846545,75.67392502
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,205.4925875,10.79095334,799.8422204,5.416572742,72.59265005,286.7321864,110.9239996,8445.970259,62.62697142
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,454.4613383,10.97473131,4827.176528,30.10395225,473.2523639,1438.190233,1024.8152,8893.744125,1022.450579
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,402.0942946,13.3957932,2103.43675,19.34967181,204.0144315,670.3738946,599.7602842,8513.642445,649.302365
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,235.1194676,11.73078591,939.0213407,5.964027327,89.03184374,329.6502622,130.3016035,8621.477408,80.59244063
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,251.702436,14.77267125,683.4257785,4.23109178,61.83349283,250.7542824,94.15560692,8580.748004,55.16786618
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,239.9806834,12.55437849,1643.771463,5.003032145,167.4019915,511.4904437,137.246321,8546.353124,107.391559
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,248.8317951,14.03727895,1131.432358,4.195318869,111.2109429,395.6679341,120.092201,9054.350187,82.41960115
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,257.9265046,19.16496698,1209.408481,3.620577161,121.3578309,392.5380619,87.26247932,7642.043571,63.86761418
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,238.1884067,11.14547786,1644.410286,4.385585277,158.3434392,498.1552818,148.8217944,8753.004526,118.1490559
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,313.4471686,17.99057498,1671.641809,3.594344682,168.771818,498.0369941,102.3508119,8227.560492,75.83577407
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,272.1494191,22.61974528,2008.710235,3.063047129,223.2036867,668.6615494,98.90995663,8706.607484,84.88033765
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,216.4963805,17.16001471,884.0627556,5.439696555,78.13502928,305.2753533,112.4872961,9147.825118,69.65961544
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,218.7586712,19.85862218,1720.17985,3.832986114,182.2417724,536.5149353,115.1843914,8954.266969,84.96902506
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,252.2899298,18.39876628,1075.76645,4.686303287,104.0109121,355.7565014,101.4729149,8698.859588,70.8949683
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,353.4159556,27.80158009,2176.180589,3.498309124,221.0174352,714.0662753,98.20154762,7169.798985,91.91454982
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,243.1938807,23.17966512,979.0364241,4.58265029,89.91286569,303.3452085,96.26775552,7311.534634,68.74316373
[23434] ELLIS B. S. (2019),samp. DB10,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,514.1367375,12.88214383,3812.508758,44.91339107,372.9917206,1163.994043,1125.8051,8296.049294,1812.484188
[23434] ELLIS B. S. (2019),samp. CPT 13,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,217.4772951,14.41620842,2125.683183,4.329125964,263.4417567,757.011991,176.0467841,8627.786774,134.1153322
[23434] ELLIS B. S. (2019),samp. CPT 13,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,262.3615238,17.81376681,1305.608099,5.465194967,152.1772321,475.0449501,163.5103524,8869.593377,116.4298715
[23434] ELLIS B. S. (2019),samp. CPT 13,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,206.5155301,10.57320661,841.65687,7.505226121,89.90914507,344.8407939,182.9875909,9832.295634,102.9848585
[23434] ELLIS B. S. (2019),samp. CPT 13,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,220.8084044,12.52396446,1268.934714,3.389456099,133.0187473,387.8086816,135.9625491,12143.53666,115.4754093
[23434] ELLIS B. S. (2019),samp. CPT 13,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,293.719525,15.20001564,1185.844043,4.994683633,133.1981273,426.656116,164.3578386,9484.114665,137.2855279
[23434] ELLIS B. S. (2019),samp. CPT 13,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,266.8394447,14.3431218,1457.02943,5.322788221,173.7266592,521.9067086,167.9773343,9198.441354,129.3378076
[23434] ELLIS B. S. (2019),samp. CPT 13,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,248.8775032,12.98866431,1186.779699,3.613871743,131.6042094,441.750378,140.2837096,9151.628266,102.4832495
[23434] ELLIS B. S. (2019),samp. CPT 13,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,258.1441856,11.28794722,1344.706876,4.048305908,146.8285296,465.3084296,148.4881691,8996.120251,104.7898483
[23434] ELLIS B. S. (2019),samp. CPT 13,Continental Flood Basalt,Plume,43,-115,Rhyolite,Felsic,174.848699,7.889304278,540.7101027,5.001489364,59.53657005,230.3185477,112.225203,9488.375283,51.16550671
