"Table S1 Complete dataset used from train and validated machine learning methods, which are collected from literature data. ",,,,,,,,,,,,,,,,
Citation,Sample Name,Tectonic Setting,,Latitude ,Longitude ,Rock Name,Rock Type,P,Ti,Y,Nb,Dy,Yb,U,Hf,Th
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,326,9.5,1437,1.03,129.7,376,181.1,9370,216.6
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,564,10.57,2960,2.57,246,836,763,9350,1170
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,165,7.69,436,1.081,35.8,150.3,109.3,11350,84.5
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,179,10.77,885,0.583,84.9,245,85.4,9450,70.1
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,174,9.97,495,0.814,42.3,152.4,59.6,10050,36.6
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,258,12.6,918,0.983,84.2,290,139.3,9990,124.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,179,9,544.1,1.099,44.2,174.2,125,11080,77.5
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,239,11.9,845,1.12,76.5,261,142.6,9270,126.4
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,225,7.74,1490,1.83,132,412,416,11130,271
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,175,5.72,797,1.52,69.1,253,520,12830,117.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,209,13.15,1076,0.718,101.2,292.9,111.6,10270,122.5
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,189,8.7,506,1.003,40.8,168,83.7,11080,59.4
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,227,15.3,536.4,0.751,45.5,169.6,80.2,9700,61.6
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,263,14.8,578,0.807,49.9,189,85.1,9840,59.1
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,362,18.5,884,1.26,78.1,266,164,10390,148
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,241,10.19,1147,0.96,103.8,333,143.7,10040,149.9
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,292,11.3,1417,1.032,132.7,371,169,9780,218
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,216,9.8,566,1.28,46,178.3,148.8,11430,112
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,162,12.7,542,0.67,48.7,173,81.2,10420,55.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,216,12.63,483.6,0.853,41.5,152.8,84.6,10100,65.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,191,7.69,427.3,0.997,33.81,143.9,96.1,11170,63.2
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,172,8.36,362,0.77,28.8,122.9,79.6,11300,52
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,220,6.2,524,1.1,42.5,175.5,130.7,11440,93.7
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,192,12.8,536,1.27,44.9,186,124.3,10880,90.2
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,200,8.92,473,0.822,38.3,157.8,82.7,10550,56.1
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,263,7.4,613,1.372,48.9,215,150.2,11100,103
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,238,9.36,571,1.015,46.3,190.4,115.1,10520,82.5
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,184,8.57,599,0.938,49.1,191,131,11550,79.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,197,8,451,0.93,36.8,156,100.8,10980,75.9
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,200,13.8,451,1.118,37.1,159.7,157.7,10660,69.7
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,210,11.82,1007,0.763,92.9,274.2,110,10310,115.6
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,238,16.63,1424,0.906,127.1,357,128.5,9180,140.6
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,185,11,490,0.691,41.2,148.6,69.7,10930,55.1
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,187,13,471.6,1.044,36.32,165.5,108,11410,56.1
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,255,15.9,1128,0.713,107.1,293.7,106.8,10230,121.9
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,190,8.53,464.1,0.964,37.15,149.8,102.6,11470,70.9
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,211,14.85,434,0.778,35.8,135.9,75.1,10380,56.9
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,257,19.2,759,0.733,67.7,226.6,82.6,10290,74.1
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,228,8.71,550,1.061,43.23,177.6,129.6,11480,94.7
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,263,8.7,741,0.781,62.8,221.8,99,11000,81.5
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,224,6.7,600,1.37,45.1,202,269.4,11870,83.2
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,407,9.2,757,0.726,66.3,220,106.2,11200,96
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,204,9.04,510.4,1.33,39,178.2,370,12460,93.5
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,308,14.14,1466,0.898,132.9,396,158.1,9430,181.1
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,237,14.4,630,0.9,53.8,194,112,9550,102
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,188,12.9,402,0.727,33,136,79.1,11010,44.8
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,172,5.94,401,1.01,29.2,154.4,322,12530,59.7
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,205,9.26,488,0.921,39.7,162.9,97.1,11680,69
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,241,10.4,610,1.02,49.1,198.6,98.5,11020,75.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,214,9.2,739,0.939,61.7,237,115.8,10910,94.5
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,250,15.2,1234,0.792,111.8,322,145.7,9610,174
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,234,12.34,837,0.792,71.8,241.2,102.9,10100,91.4
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,229,10.6,660,0.654,57.2,199,81.5,10840,69
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,197,10.8,468,0.98,38.6,154.1,125.9,11140,73
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,242,13.72,953,0.72,88.7,271.4,142,10210,104.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,238,13.5,580,0.845,49.1,172.3,85.1,10110,71.7
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,190,10.5,453,0.87,36.6,152.6,101.5,11240,70.4
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,233,14.79,947,0.69,85.4,254,108.9,9660,113
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,231,10.9,634,0.718,54,184.8,81.4,10880,63
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,198,8.17,555.1,1.32,43.2,184.6,191.1,12020,101.2
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,230,10.7,500,0.8,41.9,157.8,87.4,10320,63.4
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,319,10.7,636,0.942,52.3,207,114.9,10970,94.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,207,12,427.8,0.736,35.7,135.2,75.6,10730,55.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,202,14.33,789,0.602,72.5,218,77.6,10050,74.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,229,9.4,594,1.121,48.5,196.6,108.9,11280,80.9
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,758,13,5070,4.25,505,1292,752,9670,1228
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,214,9.8,529,1.116,44.1,164.3,126.7,11210,104.8
[24568] NATHWANI C. L. (2021),samp. QVC19CN-083,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,215,9.92,764,0.699,66.5,217.4,94.9,10680,100.1
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,51,2.15,308,0.815,24.5,109.9,131.2,13810,100
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,189,5.8,989,1.036,82,292,207,10510,134.6
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,246,6.37,733,0.961,57.4,246.5,117.2,10320,82
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,412,3.97,2260,9.22,166,801,1370,15120,771
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,294,2.99,676,1.18,49.3,259,310,12860,132
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,262,6.91,1023,1.2,82.1,329,179,10180,146.5
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,156,5.82,1160,1.69,102,348,264,11930,265
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,95,4.7,288.3,0.684,20.49,116.3,122.7,11680,65.6
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,54,2.92,218.3,0.604,15.29,91.5,93.9,14130,40.2
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,570,3.14,1950,7.21,137.9,696,1930,15000,1141
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,601,6.04,4110,21.36,363.4,1158,3310,13950,6770
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,343,4.5,887,1.08,64.3,297,174,10400,120
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,224,6.66,799,0.655,70,240,108.5,10260,95.9
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,265,8.05,1217,0.913,105.3,358,167.4,9770,158.8
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,231,9.8,831,1.31,60.6,273,203,10240,157
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,278,6.49,1106,0.848,94.4,335,161.7,10120,182
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,163,6.72,629,0.474,53.6,190.7,82.5,10440,71.6
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,117,4.4,493,0.989,38.9,171,122,11880,101
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,143.6,4.76,298,0.538,23,116.3,67.4,11630,32.2
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,368,4.4,1163,1.4,89.2,372,226.1,10420,178.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,183,5.61,777,1.167,59.5,263,212,11710,185
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,265,7.14,891,1.429,65.6,303.2,214.7,10350,159.2
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,282,10.72,1542,1.258,136.5,439,190.2,9450,218.7
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,229.1,7.85,1156,1.062,101.7,336,154.8,9900,158.6
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,183.1,6.66,451.4,0.782,35.92,161,126,10630,86.7
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,317,10.4,1118,1.404,90.4,349,196.1,9760,188
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,167,4,423,0.86,31,154.7,118.2,10720,66
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,176,6.4,1010,0.83,87.1,318,185,11270,168.9
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,202,8.6,545,0.763,39.3,191.7,90.6,9330,54.1
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,269,6.85,1457,1.011,128.9,425,197,10130,226
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,165,5.11,470,0.439,37.7,153.1,70.6,10980,45.2
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,284,7.5,1621,1.12,151.8,439,196.5,9500,220
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,211,7.6,747,0.813,59.9,232.4,101,9820,80.9
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,195,8.45,1076,0.685,96.7,302.8,110,9750,119.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,191,8.9,451.5,0.676,36,154,90.5,9900,65.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,211,7.63,683,1.005,50.5,233.1,116.2,10020,78.3
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,301,9.1,1063,1.455,84.1,345,332.7,9610,300
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,167,7.62,351.3,0.552,28.21,120.8,83.8,10500,48.2
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,221,7.37,1210,0.948,109,342,148,10120,190
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,126.8,5.82,415,0.585,35.2,142,101,11030,46.5
[24568] NATHWANI C. L. (2021),samp. QVC19CN-091,Convergent Margin,Plate Tectonic,-17.1,-70.6,Granodiorite,Inter-Felsic,145.5,6.35,707,0.499,60.6,206.6,99.4,10590,78.7
[24598] SADIQ I. (2021),samp. HH61,Convergent Margin,Plate Tectonic,35.524,75.332,Monzonite,Inter-Felsic,208.1035882,6.315533411,2538.817627,10.55219231,239.3932447,709.1431238,549.8990683,8233.783055,883.1708956
[24598] SADIQ I. (2021),samp. HH61,Convergent Margin,Plate Tectonic,35.524,75.332,Monzonite,Inter-Felsic,342.0724832,5.396868663,1025.647992,5.267869327,81.43186323,350.4868752,276.3472161,8057.973658,278.9098497
[24598] SADIQ I. (2021),samp. HH61,Convergent Margin,Plate Tectonic,35.524,75.332,Monzonite,Inter-Felsic,63.62078121,1.922087332,418.2810926,1.791780814,34.38722496,139.109721,189.9249211,10108.2649,97.34970585
[24598] SADIQ I. (2021),samp. HH61,Convergent Margin,Plate Tectonic,35.524,75.332,Monzonite,Inter-Felsic,280.9191484,6.71882969,2070.412786,10.16989958,187.2384467,600.1646523,487.3760201,8177.395069,733.8526551
[24598] SADIQ I. (2021),samp. HH61,Convergent Margin,Plate Tectonic,35.524,75.332,Monzonite,Inter-Felsic,329.6491116,3.952738354,1374.076661,7.752142653,113.3644288,429.2309301,353.2040791,8020.379286,430.4895099
[24598] SADIQ I. (2021),samp. HH61,Convergent Margin,Plate Tectonic,35.524,75.332,Monzonite,Inter-Felsic,293.5732272,4.562153744,1694.658233,9.818187698,131.8077483,554.2091647,618.9258431,9078.716755,824.6924815
[24598] SADIQ I. (2021),samp. HH61,Convergent Margin,Plate Tectonic,35.524,75.332,Monzonite,Inter-Felsic,114.1425541,1.604119247,424.8185175,2.906259642,32.9041052,160.4818631,136.2516843,9635.362454,95.02874169
[24598] SADIQ I. (2021),samp. HH61,Convergent Margin,Plate Tectonic,35.524,75.332,Monzonite,Inter-Felsic,105.154681,0.629344136,313.7378289,1.933227366,20.6292389,155.9077016,362.0485182,10360.82179,64.74393641
[24598] SADIQ I. (2021),samp. HH61,Convergent Margin,Plate Tectonic,35.524,75.332,Monzonite,Inter-Felsic,45.9918763,1.876436856,103.8576312,0.618935149,5.195619719,61.32206062,232.0059237,11942.24438,25.12477435
[24598] SADIQ I. (2021),samp. HH61,Convergent Margin,Plate Tectonic,35.524,75.332,Monzonite,Inter-Felsic,117.3488255,3.48786498,893.1884614,4.183666562,81.6110218,272.0763455,203.2872243,9390.783201,224.2193898
[24598] SADIQ I. (2021),samp. HH64,Convergent Margin,Plate Tectonic,35.532,75.346,Monzonite,Inter-Felsic,248.4027336,4.832701174,2818.864298,16.00450533,250.337155,684.0918212,725.1064261,9798.769618,1182.450371
[24598] SADIQ I. (2021),samp. HH64,Convergent Margin,Plate Tectonic,35.532,75.346,Monzonite,Inter-Felsic,348.6830644,8.469014347,3378.383278,20.35419998,300.6028054,920.8151285,787.9500056,7961.530861,1359.292341
[24598] SADIQ I. (2021),samp. HH64,Convergent Margin,Plate Tectonic,35.532,75.346,Monzonite,Inter-Felsic,191.1427208,4.706477426,1907.43554,12.05590351,164.1556333,499.3345202,479.137241,9672.260301,664.842002
[24598] SADIQ I. (2021),samp. HH64,Convergent Margin,Plate Tectonic,35.532,75.346,Monzonite,Inter-Felsic,368.3070071,8.38349266,4031.726057,22.81383005,364.2502075,1069.3656,942.4786215,7552.563314,1689.462138
[24598] SADIQ I. (2021),samp. HH64,Convergent Margin,Plate Tectonic,35.532,75.346,Monzonite,Inter-Felsic,192.6319861,4.486096815,1977.848131,13.13832932,167.5298021,512.358641,608.9697332,10691.49837,936.3340661
[24598] SADIQ I. (2021),samp. HH64,Convergent Margin,Plate Tectonic,35.532,75.346,Monzonite,Inter-Felsic,323.297701,7.521970666,2969.896294,18.27097309,244.0075282,784.9440379,890.5599005,9806.184987,1334.868535
[24598] SADIQ I. (2021),samp. HH64,Convergent Margin,Plate Tectonic,35.532,75.346,Monzonite,Inter-Felsic,291.4510062,7.481702727,2892.129015,17.86716691,246.7050474,733.6953357,749.4247702,9117.938272,1204.199059
[24598] SADIQ I. (2021),samp. HH64,Convergent Margin,Plate Tectonic,35.532,75.346,Monzonite,Inter-Felsic,83.94164715,2.221078859,682.3643123,3.610275452,60.25257146,200.6459586,399.9793784,11888.92804,242.8566741
[24598] SADIQ I. (2021),samp. HH64,Convergent Margin,Plate Tectonic,35.532,75.346,Monzonite,Inter-Felsic,485.3642017,9.538857777,5097.534203,30.73672111,469.4921299,1330.242732,1206.208684,7231.71294,2344.60435
[24598] SADIQ I. (2021),samp. HH64,Convergent Margin,Plate Tectonic,35.532,75.346,Monzonite,Inter-Felsic,213.5738717,4.780413919,668.267822,4.550410055,57.9120705,202.0484575,370.7462702,12392.28399,277.5497706
[24598] SADIQ I. (2021),samp. HH64,Convergent Margin,Plate Tectonic,35.532,75.346,Monzonite,Inter-Felsic,448.495361,4.717399797,1577.686698,9.123206205,135.1489221,440.3359084,540.6028777,11019.05574,609.7082151
[24598] SADIQ I. (2021),samp. HH64,Convergent Margin,Plate Tectonic,35.532,75.346,Monzonite,Inter-Felsic,179.4894346,3.451696065,2010.527622,13.18685309,173.7123415,545.2863856,551.1174866,9406.730357,776.8402828
[24598] SADIQ I. (2021),samp. HH64,Convergent Margin,Plate Tectonic,35.532,75.346,Monzonite,Inter-Felsic,220.3498157,6.414636393,1735.505493,9.270312768,151.5354475,478.5481083,468.0708083,9836.439721,603.5142627
